const,S.No.,Kilometers_Driven,Mileage,Engine,Power,Seats,Ageofcar,Kilometers_Driven_log,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Brand_Class_Low
1,2390,56674,13.7,1798,157.75,5,5,10.945070830756016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,4499,193254,11.5,2982,171,7,11,12.171760664812426,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,4308,53817,25.47,1248,88.5,7,7,10.8933446813672,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1633,75445,22.7,1498,89.84,5,4,11.231159192947752,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,526,20667,22,1197,81.8,5,2,9.936293504261306,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,326,30000,9.52,2993,313,4,10,10.308952660644293,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,4520,62767,20.34,1498,103.2,5,5,11.047184736637487,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,5215,28232,15.8,1499,110,5,6,10.248211365355106,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1,4050,60000,14.53,1798,138,5,12,11.002099841204238,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1,3641,20229,25.17,799,53.3,5,5,9.914872497402692,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,220,25166,17.19,1197,81.86,5,3,10.133249156151914,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,5673,15976,17.9,2143,136,5,2,9.67884287509565,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5653,29000,19.67,1582,126.2,5,5,10.275051108968613,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1,366,45000,23.59,1364,67.05,5,7,10.714417768752456,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,4386,138000,18.2,1061,64,5,13,11.83500896413934,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,3292,51000,18,1497,117.3,5,6,10.839580911706461,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,3766,15000,18.88,999,123.24,5,4,9.615805480084347,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1,1078,10512,8.6,2706,265,2,6,9.260272740724393,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,5621,125000,11.5,2982,169,7,9,11.736069016284436,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1,777,67000,22.32,1582,126.32,5,9,11.112447898373103,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,5268,28000,17,1197,80,5,12,10.23995978915734,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1,4708,49000,16.55,2993,258,5,5,10.799575577092764,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1460,69078,12.7,2179,187.7,5,13,11.142991579901722,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,2705,68282,17.92,1086,62.1,5,13,11.131401467633472,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,5203,26969,22.07,1199,73.9,5,4,10.202443337211283,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,217,44000,19.81,1086,68.05,5,9,10.691944912900398,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
1,1655,80000,13.7,1798,157.75,5,7,11.289781913656018,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,5232,51000,16.8,1497,118,5,8,10.839580911706461,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,1760,88000,20.77,1248,88.8,7,9,11.385092093460345,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1,2709,40866,19.5,1199,86.76,5,5,10.618053700469373,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,5172,53920,14.28,1798,138.03,5,6,10.895256745586188,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,4455,57266,20.5,1248,91.72,5,6,10.95546235835288,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,5040,62000,11.3,1298,83.1,8,18,11.034889664027231,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
1,1745,73513,19.7,796,46.3,5,11,11.20521754030944,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
1,3060,20765,15,1598,103.52,5,6,9.941024156064854,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,2998,78616,14.84,2143,170,5,7,11.272330520042264,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,199,90000,19.87,1461,83.8,5,7,11.407564949312404,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,3790,68128,21.1,814,55.2,5,10,11.129143567693202,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,3520,90000,18.48,1995,190,5,9,11.407564949312404,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1549,57390,19.01,1461,108.45,5,5,10.95762535110241,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,3984,12000,24.04,999,67,5,4,9.392661928770137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,5519,78000,13.5,2477,175.56,6,6,11.26446410567173,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1,1082,86000,19.4,1422,70,5,12,11.362102575235644,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1,4463,22500,18.9,1197,81.86,5,4,10.021270588192511,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,907,79324,21.1,1248,73.9,5,11,11.28129601000572,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,5753,60000,20.45,1461,83.8,5,7,11.002099841204238,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,4181,15134,21.4,1197,83.1,5,4,9.624699147254468,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,3471,45492,21.5,1498,108.5,5,5,10.725291765304336,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,578,33558,20.14,1498,88,5,3,10.421030564049644,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,525,80464,11,2987,198.5,5,12,11.295565158411744,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,4625,89401,21.43,1364,87.2,5,10,11.400887146781375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1924,27313,14.69,2993,258,5,4,10.215118058306537,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4363,66000,11.1,2354,158.8,5,14,11.097410021008564,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,139,88578,13.5,1799,130,5,9,11.391638798762145,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,5847,27000,19.5,1968,141,5,6,10.203592144986468,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,5518,21110,17.44,1998,189.08,4,5,9.957502140842367,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,4278,109147,14,2498,112,8,11,11.600450876488134,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1176,172050,19,1248,93,5,11,12.055540411225627,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
1,2685,39000,20,1399,68,5,11,10.571316925111784,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,5036,71300,13.06,1598,102.53,5,7,11.174651606402387,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1,2251,46000,25.6,1498,98.6,5,4,10.736396675471232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,470,25142,28.09,1248,88.5,5,4,10.132295033474776,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,3743,45000,15.74,1591,121.3,5,7,10.714417768752456,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,3560,37000,15.04,1598,103.6,5,10,10.518673191626359,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,4998,66000,20.14,1498,88,5,6,11.097410021008564,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,605,73000,16,2179,140,7,6,11.198214720130528,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,4319,54000,19.4,1198,86.8,5,9,10.896739325546413,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1,1854,65668,19.87,1461,83.8,5,6,11.09236702341441,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,5771,85000,20.34,1498,103.2,5,6,11.350406535472453,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,457,86642,15.17,1968,181,5,5,11.369539965434294,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2663,36000,22.7,1498,89.84,5,8,10.491274217438248,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,4217,75000,26,1498,98.6,5,7,11.225243392518447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,527,60283,14.6,1368,112,5,8,11.006805419252558,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,2495,62004,14.67,1798,177.46,5,11,11.034954178075186,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1,2106,110000,15.73,1968,174.33,5,6,11.608235644774554,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,5165,52000,18.6,1197,85.8,5,8,10.858998997563564,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
1,4469,156210,21.43,1364,87.2,5,11,11.958956534825056,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,3608,43827,13.22,2967,241.4,5,4,10.688005344800622,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4330,55000,16,1198,90,5,11,10.915088464214607,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1,1201,92000,14.8,1799,130.2,5,9,11.429543856031176,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
1,2375,65000,19,998,66.1,5,12,11.082142548877776,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1,458,19235,21.76,1995,190,5,5,9.864486815186396,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5049,27000,17.1,1956,170,5,4,10.203592144986468,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1,3508,42320,19.4,1198,86.8,5,8,10.653015066532179,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,4168,85000,12.05,2179,120,8,10,11.350406535472453,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,4854,16329,19.27,2143,170,5,6,9.700697947102311,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1618,128000,22.32,1582,126.32,5,9,11.759785542901756,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,4081,15200,16.95,1197,78.9,5,8,9.629050706834368,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
1,1657,61001,12.05,2179,120,8,11,11.0186455364637,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,5382,37000,12.7,2179,187.7,5,6,10.518673191626359,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2823,480000,16.96,1968,138.03,5,6,13.081541382884073,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3393,121000,16.4,1896,90,5,15,11.703545824578876,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1,2197,75000,21.5,1248,88.8,5,10,11.225243392518447,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1293,29631,18.9,1197,82,5,6,10.296576389576238,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,5629,118000,12.8,2494,102,8,11,11.6784399034478,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1022,138000,17,1497,118,5,12,11.83500896413934,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
1,3715,58816,17.21,1493,100,7,7,10.982169205715358,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1390,30000,18.88,1995,184,5,8,10.308952660644293,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5277,30000,22.74,796,47.3,5,4,10.308952660644293,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
1,1513,56000,12.7,2179,187.7,5,7,10.933106969717288,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,195,52000,25.8,1498,98.6,5,7,10.858998997563564,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,4702,14223,18.6,1197,81.86,5,3,9.562615651570226,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,5410,60000,11.74,1796,186,5,10,11.002099841204238,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5714,57000,16.95,1197,78.9,5,11,10.950806546816688,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1,5671,20026,19,1199,88.7,5,3,9.904786708267748,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,5069,58134,16.47,1198,74,5,6,10.970505969613061,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1,5315,76777,12.05,2179,120,8,9,11.248660395116255,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1,1369,96578,22,1582,126.2,5,13,11.478106250991953,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,4657,55000,12,2987,224,7,6,10.915088464214607,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3597,63210,24,1120,70,5,8,11.054217795466345,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,5116,80500,25,1396,69,5,6,11.296012463406653,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,5262,5400,23.84,1199,84,5,5,8.594154232552366,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,1323,20000,15.1,1196,73,5,3,9.903487552536127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,5299,38995,19.3,1248,73.9,5,8,10.571188711764599,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,4683,42876,19.08,1582,126.2,5,5,10.66606750781141,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,5028,32000,17.8,1497,117.3,5,6,10.373491181781864,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1,5786,52000,19.1,1197,81.86,5,7,10.858998997563564,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,2637,13916,18.9,1197,81.86,5,2,9.540794536271832,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,3711,91000,26.59,1248,74,5,5,11.418614785498988,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,4144,52000,25,1396,69.01,5,5,10.858998997563564,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
1,374,38000,17.9,2143,136,5,6,10.545341438708524,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2374,65423,20.36,1197,78.9,5,10,11.088629157576873,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,1178,86925,11.2,2400,215,5,7,11.372800956876063,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,5392,98000,18.56,1995,190,5,8,11.492722757652713,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,3458,142000,19.01,1461,108.45,5,7,11.8635823365834,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
1,2326,58239,14.62,1999,149.92,5,6,10.972310512393486,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2678,15466,22.5,998,67.04,5,10,9.64639934516898,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,2434,42000,19.1,1197,81.86,5,7,10.645424897265503,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1,3510,27000,13,1591,121.3,5,5,10.203592144986468,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,1923,78526,23,1498,98.96,5,4,11.271185059123594,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,5919,8000,12.5,5000,488.1,2,6,8.987196820661973,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,194,60006,12.8,1493,100,5,14,11.002199836204571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,2415,66355,18,1198,86.7,5,7,11.10277439487135,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,108,65000,16,2179,140,7,9,11.082142548877776,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1,175,21000,14.4,1598,103.6,5,8,9.952277716705561,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,5405,58000,12.07,2967,241.4,7,7,10.968198289528555,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4884,25000,18.9,1197,82,5,6,10.126631103850338,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,1638,34429,24,1120,70,5,4,10.44665451147278,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1391,70707,22.32,1582,126.32,5,9,11.166299856884498,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2638,90400,26.2,998,58.2,5,9,11.411999546380267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,2180,50000,19.01,1461,108.5,5,7,10.819778284410283,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,5301,72000,17.05,1995,184,5,10,11.184421397998193,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5858,36967,20.92,998,67.1,5,7,10.517780901762249,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,3079,29000,10.91,3198,197,7,5,10.275051108968613,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,3411,38000,22.74,796,47.3,5,4,10.545341438708524,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
1,1191,53702,23.59,1364,67.04,5,5,10.891205523751276,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,3770,85000,11,2987,198.5,5,12,11.350406535472453,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,483,47198,12.55,2982,168.5,7,4,10.762106797794537,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,3254,8896,19,1194,94.68,5,3,9.093357016490362,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1,4620,63067,15.5,1586,103.3,5,11,11.051952932330101,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
1,5970,17773,13.7,1991,183,5,3,9.785435730759993,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1658,52191,17.1,1591,121.3,5,6,10.86266534521266,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,317,65000,18.9,998,67.1,5,9,11.082142548877776,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,1703,65000,12.55,2982,168.5,7,8,11.082142548877776,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,516,75000,11.7,2993,245,5,10,11.225243392518447,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,167,66123,20,1399,68,5,11,11.099271922956495,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1,2283,62691,26.21,1248,88.5,5,4,11.045973175648207,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,5741,85000,17.68,1968,174.33,5,8,11.350406535472453,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,3012,52000,28.4,1248,74,5,5,10.858998997563564,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1049,67635,17,1497,118,5,9,11.121880879523294,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,1250,16900,20.36,1197,78.9,5,6,9.735068900911164,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,6009,33500,19.16,2494,158.2,5,6,10.419300717813158,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
